,meter_reading,primary_use,square_feet,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
0,237.749127499538,Education,7432,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1,118.55374308635298,Education,2720,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
2,23.626499870609983,Education,5376,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
3,382.7360161672216,Education,23685,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
5,28.96348059701492,Education,8000,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
6,104.08009485851674,Lodging/residential,27926,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
9,118.12951570186794,Office,27000,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
12,228.8978311954942,Lodging/residential,37100,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
13,370.4142774181617,Education,99380,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
15,267.9034395301517,Office,83957,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
17,105.27727749213982,Office,15250,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
19,205.3104868109508,Office,18717,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
21,76.81383774491681,Office,7043,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
22,29.94965814684668,Education,3569,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
25,358.17800815609394,Office,103286,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
26,163.22561969668948,Office,26953,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
27,277.32957469946365,Lodging/residential,59200,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
28,248.24714055853525,Office,52957,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
32,335.7960743618202,Office,48392,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
34,299.2210544109488,Lodging/residential,42731,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
35,242.0910391826923,Lodging/residential,41617,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
36,149.437027871278,Lodging/residential,53130,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
37,207.94870778620307,Lodging/residential,53130,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
39,334.88482454679985,Office,64619,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
40,267.88196661414224,Entertainment/public assembly,26944,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
41,207.9426564268541,Office,93860,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
43,108.52394043887148,Retail,59071,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
44,11.653821490660256,Retail,283,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
45,3.2781097808899933,Retail,15304,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
46,15.85080259399592,Retail,9045,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
48,96.54480432452412,Other,9569,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
49,178.16532032550398,Lodging/residential,24456,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
50,45.601006602552246,Other,4698,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
51,91.89265111891991,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
55,115.7261800036996,Office,16726,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
56,235.13262751988165,Lodging/residential,60088,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
57,363.32806288145,Lodging/residential,65359,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
58,383.28163917144445,Lodging/residential,83379,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
59,175.19369287169044,Entertainment/public assembly,81337,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
61,259.93296191973366,Lodging/residential,38686,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
63,228.9331119896545,Lodging/residential,41617,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
64,159.78310427223968,Lodging/residential,53130,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
65,174.24141625369822,Lodging/residential,53130,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
66,163.75624484926948,Lodging/residential,37241,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
67,189.6758947105604,Lodging/residential,24456,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
68,142.7632698853126,Parking,487433,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
69,104.67038093853014,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
70,50.14009590975789,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
71,140.91294717330862,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
72,150.78559961161457,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
73,39.35855013855533,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
74,128.0579020099576,Parking,387638,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
75,283.60417245652974,Education,80942,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
77,171.18578320695394,Lodging/residential,24456,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
78,317.1157515034837,Education,76257,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
81,15.03966580358794,Other,3025,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
82,53.92828745605921,Office,10743,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
83,5.443941763727121,Other,2070,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
84,26.652614964853864,Office,4038,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
85,147.9798772332162,Lodging/residential,37241,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
86,87.03160901184307,Education,10932,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
87,97.15157336785649,Entertainment/public assembly,6412,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
90,342.3863748982612,Lodging/residential,59200,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
92,80.57100504901054,Office,10779,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
93,165.69194760377695,Office,33370,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
94,78.10347603787326,Education,29469,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
99,17.90275569737329,Office,2260,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
100,160.57077260958016,Lodging/residential,24456,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
101,99.44207987049028,Office,18860,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
102,130.21479694783574,Office,15876,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
103,84.44550540050743,Education,21657,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
104,389.1724372110228,Office,45330,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
105,78.12403090846995,Education,50623,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
106,1.5195503758542142,Education,5374,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
107,234.7567549863388,Education,97532,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
108,239.15593246812384,Education,81580,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
109,255.8982314435337,Education,56995,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
110,308.8108974612932,Education,27814,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
111,411.95464890710383,Education,118338,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
112,26.094731386612025,Education,32206,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
113,363.97447802823314,Education,100481,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
116,167.4097563752277,Education,37265,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
117,50.41598114754099,Education,15489,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
118,344.1397546448087,Education,138316,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
120,171.17917068533697,Education,68211,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
122,279.9887863160291,Education,83043,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
123,123.77043490437156,Education,61204,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
124,39.90276642759562,Education,38319,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
125,165.4938181693989,Education,16802,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
126,125.22723134107468,Education,21539,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
127,21.477599419398903,Lodging/residential,27071,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
128,90.62792578551912,Lodging/residential,102774,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
129,93.57554645947177,Lodging/residential,102957,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
130,30.87821038251366,Lodging/residential,62893,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
131,126.02360019353372,Lodging/residential,66661,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
132,52.46142988387978,Lodging/residential,83108,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
133,55.862966871584696,Lodging/residential,64723,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
134,62.21448086293261,Lodging/residential,49589,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
135,45.615163945810565,Lodging/residential,66532,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
136,38.82875181010929,Lodging/residential,56467,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
137,47.34301713342441,Entertainment/public assembly,64024,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
138,134.2692383765938,Public services,118231,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
139,80.76309113160292,Public services,56629,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
140,31.697402766393445,Office,50020,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
141,59.00630776411658,Office,44789,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
142,35.7251804075592,Office,45348,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
143,53.142916507285975,Office,40085,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
144,30.70420595400729,Office,57673,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
145,27.57023058970856,Office,14219,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
146,15.205373394808742,Office,31614,12.01550697352749,0.0592662276575729,7.578107350059553,0.8959795544705523,1015.7571318397409,197.7693725520313,4.013777351247601
